household_ID,month,consumption
ID0016,2023-12-31,87
ID0016,2024-01-31,100
ID0016,2024-02-29,88
ID0016,2024-03-31,98
ID0016,2024-04-30,103
ID0016,2024-05-31,100
ID0016,2024-06-30,91
ID0016,2024-07-31,99
ID0016,2024-08-31,105
ID0016,2024-09-30,89
ID0016,2024-10-31,99
ID0017,2022-10-31,3
ID0017,2022-11-30,5
ID0017,2022-12-31,7
ID0017,2023-01-31,4
ID0017,2023-02-28,5
ID0017,2023-03-31,4
ID0017,2023-04-30,8
ID0017,2023-05-31,10
ID0017,2023-06-30,4
ID0017,2023-07-31,2
ID0017,2023-08-31,33
ID0017,2023-09-30,36
ID0017,2023-10-31,31
ID0017,2023-11-30,28
ID0017,2023-12-31,34
ID0017,2024-01-31,59
ID0017,2024-02-29,36
ID0017,2024-03-31,30
ID0017,2024-04-30,32
ID0017,2024-05-31,39
ID0017,2024-06-30,30
ID0017,2024-07-31,34
ID0017,2024-08-31,40
ID0017,2024-09-30,40
ID0017,2024-10-31,138
ID0018,2022-10-31,372
ID0018,2022-11-30,220
ID0018,2022-12-31,243
ID0018,2023-01-31,242
ID0018,2023-02-28,252
ID0018,2023-03-31,323
ID0018,2023-04-30,403
ID0018,2023-05-31,419
ID0018,2023-06-30,445
ID0018,2023-07-31,447
ID0018,2023-08-31,433
ID0018,2023-09-30,491
ID0018,2023-10-31,300
ID0018,2023-11-30,330
ID0018,2023-12-31,376
ID0018,2024-01-31,322
ID0018,2024-02-29,441
ID0018,2024-03-31,510
ID0018,2024-04-30,538
ID0018,2024-05-31,474
ID0018,2024-06-30,413
ID0018,2024-07-31,327
ID0018,2024-08-31,338
ID0018,2024-09-30,319
ID0018,2024-10-31,316
ID0019,2022-10-31,133
ID0019,2022-11-30,133
ID0019,2022-12-31,125
ID0019,2023-01-31,98
ID0019,2023-02-28,79
ID0019,2023-03-31,82
ID0019,2023-04-30,98
ID0019,2023-05-31,98
ID0019,2023-06-30,95
ID0019,2023-07-31,69
ID0019,2023-08-31,83
ID0019,2023-09-30,87
ID0019,2023-10-31,71
ID0019,2023-11-30,79
ID0019,2023-12-31,77
ID0019,2024-01-31,92
ID0019,2024-02-29,95
ID0019,2024-03-31,87
ID0019,2024-04-30,83
ID0019,2024-05-31,85
ID0019,2024-06-30,93
ID0019,2024-07-31,86
ID0019,2024-08-31,48
ID0019,2024-09-30,56
ID0019,2024-10-31,92
ID0020,2022-10-31,69
ID0020,2022-11-30,73
ID0020,2022-12-31,57
ID0020,2023-01-31,59
ID0020,2023-02-28,55
ID0020,2023-03-31,52
ID0020,2023-04-30,65
ID0020,2023-05-31,49
ID0020,2023-06-30,59
ID0020,2023-07-31,63
ID0020,2023-08-31,62
ID0020,2023-09-30,59
ID0020,2023-10-31,54
ID0020,2023-11-30,50
ID0020,2023-12-31,58
ID0020,2024-01-31,57
ID0020,2024-02-29,60
ID0020,2024-03-31,59
ID0020,2024-04-30,64
ID0020,2024-05-31,63
ID0020,2024-06-30,64
ID0020,2024-07-31,65
ID0020,2024-08-31,84
ID0020,2024-09-30,103
ID0020,2024-10-31,101
ID0021,2022-10-31,1
ID0021,2022-11-30,0
ID0021,2022-12-31,3
ID0021,2023-01-31,0
ID0021,2023-02-28,1
ID0021,2023-03-31,0
ID0021,2023-04-30,0
ID0021,2023-05-31,0
ID0021,2023-06-30,0
ID0021,2023-07-31,0
ID0021,2023-08-31,0
ID0021,2023-09-30,0
ID0021,2023-10-31,1
ID0021,2023-11-30,3
ID0021,2023-12-31,0
ID0021,2024-01-31,0
ID0021,2024-02-29,0
ID0021,2024-03-31,0
ID0021,2024-04-30,0
ID0021,2024-05-31,0
ID0021,2024-06-30,0
ID0021,2024-07-31,0
ID0021,2024-08-31,1
ID0021,2024-09-30,2
ID0021,2024-10-31,1
ID0022,2022-10-31,83
ID0022,2022-11-30,60
ID0022,2022-12-31,82
ID0022,2023-01-31,87
ID0022,2023-02-28,86
ID0022,2023-03-31,73
ID0022,2023-04-30,87
ID0022,2023-05-31,80
ID0022,2023-06-30,92
ID0022,2023-07-31,94
ID0022,2023-08-31,69
ID0022,2023-09-30,107
ID0022,2023-10-31,93
ID0022,2023-11-30,92
ID0022,2023-12-31,95
ID0022,2024-01-31,100
ID0022,2024-02-29,124
ID0022,2024-03-31,113
ID0022,2024-04-30,112
ID0022,2024-05-31,99
ID0022,2024-06-30,107
ID0022,2024-07-31,104
ID0022,2024-08-31,105
ID0022,2024-09-30,103
ID0022,2024-10-31,112
ID0023,2022-10-31,58
ID0023,2022-11-30,61
ID0023,2022-12-31,62
ID0023,2023-01-31,52
ID0023,2023-02-28,51
ID0023,2023-03-31,56
ID0023,2023-04-30,63
ID0023,2023-05-31,62
ID0023,2023-06-30,60
ID0023,2023-07-31,47
ID0023,2023-08-31,90
ID0023,2023-09-30,47
ID0023,2023-10-31,48
ID0023,2023-11-30,51
ID0023,2023-12-31,50
ID0023,2024-01-31,50
ID0023,2024-02-29,41
ID0023,2024-03-31,48
ID0023,2024-04-30,58
ID0023,2024-05-31,60
ID0023,2024-06-30,53
ID0023,2024-07-31,50
ID0023,2024-08-31,27
ID0023,2024-09-30,29
ID0023,2024-10-31,19
ID0024,2022-10-31,101
ID0024,2022-11-30,109
ID0024,2022-12-31,92
ID0024,2023-01-31,35
ID0024,2023-02-28,150
ID0024,2023-03-31,119
ID0024,2023-04-30,207
ID0024,2023-05-31,285
ID0024,2023-06-30,352
ID0024,2023-07-31,314
ID0024,2023-08-31,214
ID0024,2023-09-30,337
ID0024,2023-10-31,186
ID0024,2023-11-30,259
ID0024,2023-12-31,249
ID0024,2024-01-31,272
ID0024,2024-02-29,308
ID0024,2024-03-31,270
ID0024,2024-04-30,312
ID0024,2024-05-31,366
ID0024,2024-06-30,278
ID0024,2024-07-31,355
ID0024,2024-08-31,293
ID0024,2024-09-30,251
ID0024,2024-10-31,304
ID0025,2022-10-31,117
ID0025,2022-11-30,101
ID0025,2022-12-31,100
ID0025,2023-01-31,114
ID0025,2023-02-28,90
ID0025,2023-03-31,29
ID0025,2023-04-30,52
ID0025,2023-05-31,68
ID0025,2023-06-30,57
ID0025,2023-07-31,58
ID0025,2023-08-31,47
ID0025,2023-09-30,47
ID0025,2023-10-31,43
ID0025,2023-11-30,44
ID0025,2023-12-31,36
ID0025,2024-01-31,34
ID0025,2024-02-29,29
ID0025,2024-03-31,37
ID0025,2024-04-30,30
ID0025,2024-05-31,39
ID0025,2024-06-30,26
ID0025,2024-07-31,51
ID0025,2024-08-31,81
ID0025,2024-09-30,90
ID0025,2024-10-31,95
ID0026,2022-10-31,179
ID0026,2022-11-30,170
ID0026,2022-12-31,168
ID0026,2023-01-31,180
ID0026,2023-02-28,163
ID0026,2023-03-31,151
ID0026,2023-04-30,185
ID0026,2023-05-31,192
ID0026,2023-06-30,186
ID0026,2023-07-31,176
ID0026,2023-08-31,171
ID0026,2023-09-30,178
ID0026,2023-10-31,174
ID0026,2023-11-30,192
ID0026,2023-12-31,187
ID0026,2024-01-31,163
ID0026,2024-02-29,162
ID0026,2024-03-31,154
ID0026,2024-04-30,162
ID0026,2024-05-31,166
ID0026,2024-06-30,168
ID0026,2024-07-31,161
ID0026,2024-08-31,156
ID0026,2024-09-30,152
ID0026,2024-10-31,161
ID0027,2022-10-31,81
ID0027,2022-11-30,75
ID0027,2022-12-31,79
ID0027,2023-01-31,79
ID0027,2023-02-28,83
ID0027,2023-03-31,58
ID0027,2023-04-30,73
ID0027,2023-05-31,80
ID0027,2023-06-30,76
ID0027,2023-07-31,69
ID0027,2023-08-31,76
ID0027,2023-09-30,77
ID0027,2023-10-31,73
ID0027,2023-11-30,78
ID0027,2023-12-31,73
ID0027,2024-01-31,76
ID0027,2024-02-29,79
ID0027,2024-03-31,78
ID0027,2024-04-30,86
ID0027,2024-05-31,73
ID0027,2024-06-30,81
ID0027,2024-07-31,79
ID0027,2024-08-31,81
ID0027,2024-09-30,85
ID0027,2024-10-31,83
ID0028,2022-10-31,35
ID0028,2022-11-30,27
ID0028,2022-12-31,22
ID0028,2023-01-31,85
ID0028,2023-02-28,74
ID0028,2023-03-31,93
ID0028,2023-04-30,90
ID0028,2023-05-31,75
ID0028,2023-06-30,74
ID0028,2023-07-31,79
ID0028,2023-08-31,91
ID0028,2023-09-30,100
ID0028,2023-10-31,90
ID0028,2023-11-30,99
ID0028,2023-12-31,89
ID0028,2024-01-31,80
ID0028,2024-02-29,90
ID0028,2024-03-31,76
ID0028,2024-04-30,85
ID0028,2024-05-31,82
ID0028,2024-06-30,80
ID0028,2024-07-31,64
ID0028,2024-08-31,81
ID0028,2024-09-30,79
ID0028,2024-10-31,66
ID0029,2022-10-31,83
ID0029,2022-11-30,87
ID0029,2022-12-31,88
ID0029,2023-01-31,86
ID0029,2023-02-28,96
ID0029,2023-03-31,84
ID0029,2023-04-30,109
ID0029,2023-05-31,97
ID0029,2023-06-30,92
ID0029,2023-07-31,90
ID0029,2023-08-31,88
ID0029,2023-09-30,82
ID0029,2023-10-31,74
ID0029,2023-11-30,78
ID0029,2023-12-31,123
ID0029,2024-01-31,116
ID0029,2024-02-29,101
ID0029,2024-03-31,102
ID0029,2024-04-30,107
ID0029,2024-05-31,102
ID0029,2024-06-30,101
ID0029,2024-07-31,116
ID0029,2024-08-31,117
ID0029,2024-09-30,112
ID0029,2024-10-31,120
ID0030,2022-10-31,44
ID0030,2022-11-30,40
ID0030,2022-12-31,38
ID0030,2023-01-31,35
ID0030,2023-02-28,40
ID0030,2023-03-31,36
ID0030,2023-04-30,47
ID0030,2023-05-31,48
ID0030,2023-06-30,49
ID0030,2023-07-31,49
ID0030,2023-08-31,52
ID0030,2023-09-30,60
ID0030,2023-10-31,45
ID0030,2023-11-30,38
ID0030,2023-12-31,45
ID0030,2024-01-31,52
ID0030,2024-02-29,44
ID0030,2024-03-31,55
ID0030,2024-04-30,61
ID0030,2024-05-31,61
ID0030,2024-06-30,55
ID0030,2024-07-31,52
ID0030,2024-08-31,53
ID0030,2024-09-30,52
ID0030,2024-10-31,55
ID0031,2022-10-31,64
ID0031,2022-11-30,73
ID0031,2022-12-31,35
ID0031,2023-01-31,27
ID0031,2023-02-28,32
ID0031,2023-03-31,27
ID0031,2023-04-30,21
ID0031,2023-05-31,38
ID0031,2023-06-30,31
ID0031,2023-07-31,25
ID0031,2023-08-31,27
ID0031,2023-09-30,28
ID0031,2023-10-31,20
ID0031,2023-11-30,25
ID0031,2023-12-31,17
ID0031,2024-01-31,19
ID0031,2024-02-29,21
ID0031,2024-03-31,20
ID0031,2024-04-30,29
ID0031,2024-05-31,25
ID0031,2024-06-30,28
ID0031,2024-07-31,25
ID0031,2024-08-31,22
ID0031,2024-09-30,16
ID0031,2024-10-31,18
ID0032,2022-10-31,65
ID0032,2022-11-30,72
ID0032,2022-12-31,25
ID0032,2023-01-31,25
ID0032,2023-02-28,28
ID0032,2023-03-31,37
ID0032,2023-04-30,38
ID0032,2023-05-31,41
ID0032,2023-06-30,39
ID0032,2023-07-31,44
ID0032,2023-08-31,42
ID0032,2023-09-30,93
ID0032,2023-10-31,78
ID0032,2023-11-30,41
ID0032,2023-12-31,33
ID0032,2024-01-31,37
ID0032,2024-02-29,24
ID0032,2024-03-31,30
ID0032,2024-04-30,44
ID0032,2024-05-31,48
ID0032,2024-06-30,33
ID0032,2024-07-31,38
ID0032,2024-08-31,26
ID0032,2024-09-30,32
ID0032,2024-10-31,28
ID0033,2022-10-31,88
ID0033,2022-11-30,88
ID0033,2022-12-31,90
ID0033,2023-01-31,80
ID0033,2023-02-28,83
ID0033,2023-03-31,62
ID0033,2023-04-30,90
ID0033,2023-05-31,62
ID0033,2023-06-30,36
ID0033,2023-07-31,75
ID0033,2023-08-31,66
ID0033,2023-09-30,72
ID0033,2023-10-31,73
ID0033,2023-11-30,92
ID0033,2023-12-31,72
ID0033,2024-01-31,87
ID0033,2024-02-29,95
ID0033,2024-03-31,89
ID0033,2024-04-30,75
ID0033,2024-05-31,81
ID0033,2024-06-30,75
ID0033,2024-07-31,85
ID0033,2024-08-31,79
ID0033,2024-09-30,76
ID0033,2024-10-31,77
ID0034,2022-10-31,390
ID0034,2022-11-30,379
ID0034,2022-12-31,405
ID0034,2023-01-31,274
ID0034,2023-02-28,419
ID0034,2023-03-31,446
ID0034,2023-04-30,508
ID0034,2023-05-31,537
ID0034,2023-06-30,510
ID0034,2023-07-31,422
ID0034,2023-08-31,470
ID0034,2023-09-30,505
ID0034,2023-10-31,473
ID0034,2023-11-30,479
ID0034,2023-12-31,497
ID0034,2024-01-31,532
ID0034,2024-02-29,517
ID0034,2024-03-31,500
ID0034,2024-04-30,543
ID0034,2024-05-31,550
ID0034,2024-06-30,539
ID0034,2024-07-31,543
ID0034,2024-08-31,551
ID0034,2024-09-30,551
ID0034,2024-10-31,535
ID0035,2022-10-31,110
ID0035,2022-11-30,114
ID0035,2022-12-31,93
ID0035,2023-01-31,67
ID0035,2023-02-28,71
ID0035,2023-03-31,87
ID0035,2023-04-30,89
ID0035,2023-05-31,46
ID0035,2023-06-30,35
ID0035,2023-07-31,44
ID0035,2023-08-31,39
ID0035,2023-09-30,37
ID0035,2023-10-31,39
ID0035,2023-11-30,39
ID0035,2023-12-31,36
ID0035,2024-01-31,39
ID0035,2024-02-29,38
ID0035,2024-03-31,34
ID0035,2024-04-30,37
ID0035,2024-05-31,43
ID0035,2024-06-30,40
ID0035,2024-07-31,45
ID0035,2024-08-31,42
ID0035,2024-09-30,37
ID0035,2024-10-31,44
ID0036,2022-10-31,38
ID0036,2022-11-30,41
ID0036,2022-12-31,60
ID0036,2023-01-31,87
ID0036,2023-02-28,82
ID0036,2023-03-31,84
ID0036,2023-04-30,73
ID0036,2023-05-31,67
ID0036,2023-06-30,84
ID0036,2023-07-31,78
ID0036,2023-08-31,50
ID0036,2023-09-30,57
ID0036,2023-10-31,51
ID0036,2023-11-30,55
ID0036,2023-12-31,59
ID0036,2024-01-31,59
ID0036,2024-02-29,62
ID0036,2024-03-31,75
ID0036,2024-04-30,66
ID0036,2024-05-31,75
ID0036,2024-06-30,72
ID0036,2024-07-31,54
ID0036,2024-08-31,55
ID0036,2024-09-30,64
ID0036,2024-10-31,72
ID0037,2022-10-31,1
ID0037,2022-11-30,50
ID0037,2022-12-31,22
ID0037,2023-01-31,39
ID0037,2023-02-28,35
ID0037,2023-03-31,37
ID0037,2023-04-30,43
ID0037,2023-05-31,43
ID0037,2023-06-30,58
ID0037,2023-07-31,52
ID0037,2023-08-31,48
ID0037,2023-09-30,49
ID0037,2023-10-31,40
ID0037,2023-11-30,44
ID0037,2023-12-31,44
ID0037,2024-01-31,46
ID0037,2024-02-29,47
ID0037,2024-03-31,50
ID0037,2024-04-30,52
ID0037,2024-05-31,55
ID0037,2024-06-30,66
ID0037,2024-07-31,48
ID0037,2024-08-31,45
ID0037,2024-09-30,46
ID0037,2024-10-31,47
ID0038,2022-10-31,110
ID0038,2022-11-30,127
ID0038,2022-12-31,121
ID0038,2023-01-31,138
ID0038,2023-02-28,132
ID0038,2023-03-31,123
ID0038,2023-04-30,135
ID0038,2023-05-31,124
ID0038,2023-06-30,47
ID0038,2023-07-31,36
ID0038,2023-08-31,39
ID0038,2023-09-30,47
ID0038,2023-10-31,45
ID0038,2023-11-30,42
ID0038,2023-12-31,31
ID0038,2024-01-31,62
ID0038,2024-02-29,102
ID0038,2024-03-31,105
ID0038,2024-04-30,93
ID0038,2024-05-31,123
ID0038,2024-06-30,119
ID0038,2024-07-31,106
ID0038,2024-08-31,94
ID0038,2024-09-30,117
ID0038,2024-10-31,121
ID0039,2022-10-31,191
ID0039,2022-11-30,164
ID0039,2022-12-31,147
ID0039,2023-01-31,174
ID0039,2023-02-28,171
ID0039,2023-03-31,112
ID0039,2023-04-30,124
ID0039,2023-05-31,163
ID0039,2023-06-30,143
ID0039,2023-07-31,139
ID0039,2023-08-31,169
ID0039,2023-09-30,157
ID0039,2023-10-31,135
ID0039,2023-11-30,154
ID0039,2023-12-31,298
ID0039,2024-01-31,294
ID0039,2024-02-29,220
ID0039,2024-03-31,268
ID0039,2024-04-30,234
ID0039,2024-05-31,248
ID0039,2024-06-30,212
ID0039,2024-07-31,275
ID0039,2024-08-31,345
ID0039,2024-09-30,192
ID0039,2024-10-31,204
ID0040,2022-10-31,110
ID0040,2022-11-30,82
ID0040,2022-12-31,93
ID0040,2023-01-31,88
ID0040,2023-02-28,90
ID0040,2023-03-31,75
ID0040,2023-04-30,151
ID0040,2023-05-31,93
ID0040,2023-06-30,108
ID0040,2023-07-31,110
ID0040,2023-08-31,63
ID0040,2023-09-30,34
ID0040,2023-10-31,31
ID0040,2023-11-30,80
ID0040,2023-12-31,76
ID0040,2024-01-31,66
ID0040,2024-02-29,61
ID0040,2024-03-31,50
ID0040,2024-04-30,41
ID0040,2024-05-31,85
ID0040,2024-06-30,81
ID0040,2024-07-31,77
ID0040,2024-08-31,51
